,,,Nuclei,Word-final,Harmonic,SonSeq,Boundaries
,,,C1,C2,C3,C4,C5
pyhää,pyhAA,1,,,,,
,pyhA=A,0,1,,,,1
vaikuttavaa,vaikuttavaa,1,,,,,
,vaikut=tava=a,0,1,,,,2
,vaikut=tavaa,0,,,,,1
,vaikuttava=a,0,1,,,,1
jäät,jAAt,1,,,,,
,jAA=t,0,1,,,1,1
paikkana,paikkana,1,,,,,
,paikka=na,0,1,,,,1
työtöntä,tyOtOntA,1,,,,,
,tyO=tOn=tA,0,2,,,,2
,tyO=tOntA,0,,,,,1
,tyOtOn=tA,0,1,,,,1
valtaavat,valtaavat,1,,,,,
,valta=a=vat,0,2,,,,2
,valta=avat,0,,,,,1
,valtaa=vat,0,1,,,,1
uhaten,uhaten,1,,,,,
,uha=ten,0,1,,,,1
luomassa,luomassa,1,,,,,
,luo=massa,0,,,,,1
sosiaalitoimen,sosiaali=toimen,1,,,,,1
,sosiaalitoimen,0,,,,,
varkaus,varkaus,1,,,,,
,varka=us,0,1,,,,1
kierroksia,kierroksia,1,,,,,
,kierroks=ia,0,,,,,1
laukontorilla,laukon=torilla,1,,,,,1
,lau=kon=torilla,0,1,,,,2
,lau=kontorilla,0,,,,,1
,laukontorilla,0,,,,,
loistavat,loistavat,1,,,,,
,loistava=t,0,1,,,1,1
maineikkaan,maineikkaan,1,,,,,
,maine=i=kkaan,0,1,,,1,2
,maine=ikkaan,0,,,,,1
,mainei=kkaan,0,,,,1,1
arkkitehdin,arkkitehdin,1,,,,,
,arkki=t=ehdi=n,0,2,,,2,3
,arkki=t=ehdin,0,1,,,1,2
,arkki=tehdi=n,0,1,,,1,2
,arkki=tehdin,0,,,,,1
,arkkit=ehdi=n,0,1,,,1,2
,arkkit=ehdin,0,,,,,1
,arkkitehdi=n,0,1,,,1,1
jumalaan,jumalaan,1,,,,,
,jumala=an,0,1,,,,1
kuluihin,kuluihin,1,,,,,
,kulu=ihin,0,,,,,1
telakalla,telakalla,1,,,,,
,telaka=lla,0,1,,,1,1
ihmisinä,ihmisinA,1,,,,,
,ihmis=in=A,0,2,,,,2
,ihmis=inA,0,,,,,1
,ihmisin=A,0,1,,,,1
intohimoja,into=himoja,1,,,,,1
,into=himo=ja,0,1,,,,2
,intohimo=ja,0,1,,,,1
,intohimoja,0,,,,,
työskentelevät,tyOskentelevAt,1,,,,,
,tyOskentelevA=t,0,1,,,1,1
asioida,asioida,1,,,,,
,asioi=da,0,1,,,,1
ketonen,ketonen,1,,,,,
,ke=t=onen,0,2,,,1,2
,ke=tonen,0,1,,,,1
,ket=onen,0,1,,,,1
muuttamalla,muuttamalla,1,,,,,
,muut=ta=malla,0,1,,,,2
,muut=tamalla,0,,,,,1
,muutta=malla,0,,,,,1
pohjoismaat,pohjois=maat,1,,,,,1
,pohjois=maa=t,0,1,,,1,2
,pohjoismaa=t,0,1,,,1,1
,pohjoismaat,0,,,,,
lokakuu,loka=kuu,1,,,,,1
,lokakuu,0,,,,,
kaikkonen,kaikkonen,1,,,,,
,kaikk=onen,0,,1,,1,1
informaatio,informaatio,1,,,,,
,inform=aatio,0,,1,,1,1
sikseen,sikseen,1,,,,,
,si=kseen,0,1,,,1,1
ottakaa,ottakaa,1,,,,,
,otta=kaa,0,,,,,1
onnesta,onnesta,1,,,,,
,on=n=esta,0,2,,,1,2
,on=nesta,0,1,,,,1
,onn=esta,0,1,,,1,1
tienoille,tienoille,1,,,,,
,tien=o=ille,0,1,,,,2
,tien=oille,0,,,,,1
,tieno=ille,0,,,,,1
karvia,karvia,1,,,,,
,kar=via,0,1,,,,1
perustavat,perustavat,1,,,,,
,perus=tavat,0,,,,,1
riika,riika,1,,,,,
,rii=ka,0,1,,,,1
huovila,huovila,1,,,,,
,huov=i=la,0,2,1,,,2
,huov=ila,0,,1,,,1
,huovi=la,0,1,,,,1
tapahtuvaa,tapahtuvaa,1,,,,,
,tapahtu=vaa,0,,,,,1
yleistynyt,yleistynyt,1,,,,,
,yleis=tynyt,0,,,,,1
hoitajia,hoitajia,1,,,,,
,hoi=tajia,0,,,,,1
pantin,pantin,1,,,,,
,pan=t=in,0,3,,,1,2
,pan=tin,0,2,,,,1
,pant=in,0,2,,,,1
vetämä,vetAmA,1,,,,,
,ve=tAmA,0,1,,,,1
kauppakadun,kauppa=kadun,1,,,,,1
,kauppakadun,0,,,,,
baarin,baarin,1,,,,,
,baari=n,0,1,,,1,1
työllisti,tyOllisti,1,,,,,
,tyOllis=ti,0,1,,,,1
huvittaa,huvittaa,1,,,,,
,huv=ittaa,0,1,1,,,1
lähestyvät,lAhestyvAt,1,,,,,
,lAhes=tyvAt,0,,,,,1
laittoman,laittoman,1,,,,,
,lait=toman,0,,,,,1
balkanille,balkanille,1,,,,,
,balkan=ille,0,,,,,1
mainitut,mainitut,1,,,,,
,maini=tut,0,1,,,,1
tyypillisesti,tyypillisesti,1,,,,,
,tyypill=isesti,0,,,,1,1
harrastaja,harrastaja,1,,,,,
,harras=taja,0,,,,,1
arvoista,arvoista,1,,,,,
,arvo=ista,0,,,,,1
tiistaisin,tiistaisin,1,,,,,
,tiistai=sin,0,1,,,,1
vakituisten,vakituisten,1,,,,,
,vakitu=isten,0,,,,,1
syntymässä,syntymAssA,1,,,,,
,synty=mAssA,0,,,,,1
nissan,nissan,1,,,,,
,n=issa=n,0,2,,,2,2
,n=issan,0,1,,,1,1
,nissa=n,0,1,,,1,1
lakkautetaan,lakkautetaan,1,,,,,
,lakka=u=tetaan,0,1,,,,2
,lakka=utetaan,0,,,,,1
,lakkau=tetaan,0,,,,,1
kirkkovaltuusto,kirkko=valtuusto,1,,,,,1
,kirkkovaltuusto,0,,,,,
moottoripyörän,moottori=pyOrAn,1,,,,,1
,moottori=pyOrA=n,0,1,,,1,2
,moottoripyOrA=n,0,1,,1,1,1
,moottoripyOrAn,0,,,1,,
tuotteesta,tuotteesta,1,,,,,
,tuot=teesta,0,,,,,1
kylmät,kylmAt,1,,,,,
,kylmA=t,0,1,,,1,1
pihapiirissä,piha=piirissA,1,,,,,1
,piha=piiri=ssA,0,1,,,1,2
,pihapiiri=ssA,0,1,,,1,1
,pihapiirissA,0,,,1,,
toiveen,toiveen,1,,,,,
,toive=en,0,1,,,,1
ammattiliittojen,ammatti=liittojen,1,,,,,1
,ammatti=liitto=jen,0,1,,,,2
,ammattiliitto=jen,0,1,,,,1
,ammattiliittojen,0,,,,,
äitiään,AitiAAn,1,,,,,
,Aiti=AAn,0,,,,,1
leedsin,leedsin,1,,,,,
,leeds=in,0,1,,,,1
lähteen,lAhteen,1,,,,,
,lAhte=en,0,1,,,,1
viidenkympin,viiden=kympin,1,,,,,1
,viiden=kymp=in,0,2,1,,,2
,viidenkymp=in,0,1,1,,,1
,viidenkympin,0,,,,,
manner,manner,1,,,,,
,man=n=er,0,3,,,1,2
,man=ner,0,2,,,,1
,mann=er,0,2,,,1,1
ansioista,ansioista,1,,,,,
,ansio=ista,0,,,,,1
virran,virran,1,,,,,
,vir=r=an,0,3,,,1,2
,vir=ran,0,2,,,,1
,virr=an,0,2,,,1,1
meillekin,meillekin,1,,,,,
,me=ille=kin,0,2,,,,2
,me=illekin,0,1,,,,1
,meille=kin,0,1,,,,1
reiän,reiAn,1,,,,,
,rei=An,0,1,,,,1
olander,olander,1,,,,,
,ol=ander,0,1,,,,1
osakkeensa,osakkeensa,1,,,,,
,osakke=en=sa,0,2,,,,2
,osakke=ensa,0,,,,,1
,osakkeen=sa,0,1,,,,1
oppilaitos,oppi=laitos,1,,,,,1
,oppilaitos,0,,,,,
kypärää,kypArAA,1,,,,,
,kypArA=A,0,1,,,,1
alamäkeen,ala=mAkeen,1,,,,,1
,ala=mAk=een,0,1,1,,,2
,alamAk=een,0,,1,1,,1
,alamAkeen,0,,,1,,
painostaa,painostaa,1,,,,,
,pain=ostaa,0,,,,,1
tilalleen,tilalleen,1,,,,,
,tila=lleen,0,,,,1,1
vammoitta,vammoitta,1,,,,,
,vammo=itta,0,,,,,1
perustuslakivaliokunnan,perustus=laki=valio=kunnan,1,,,,,3
,perus=tus=laki=valio=kunnan,0,1,,,,4
,perus=tus=laki=valiokunnan,0,1,,,,3
,perus=tus=lakivalio=kunnan,0,1,,,,3
,perus=tus=lakivaliokunnan,0,1,,,,2
,perus=tuslaki=valio=kunnan,0,,,,,3
,perus=tuslaki=valiokunnan,0,,,,,2
,perus=tuslakivalio=kunnan,0,,,,,2
,perus=tuslakivaliokunnan,0,,,,,1
,perustus=laki=valiokunnan,0,,,,,2
,perustus=lakivalio=kunnan,0,,,,,2
,perustus=lakivaliokunnan,0,,,,,1
,perustuslaki=valio=kunnan,0,,,,,2
,perustuslaki=valiokunnan,0,,,,,1
,perustuslakivalio=kunnan,0,,,,,1
,perustuslakivaliokunnan,0,,,,,
tutkivan,tutkivan,1,,,,,
,tutki=van,0,1,,,,1
kissat,kissat,1,,,,,
,kissa=t,0,1,,,1,1
korkotason,korko=tason,1,,,,,1
,korkotason,0,,,,,
nostattaa,nostattaa,1,,,,,
,nosta=ttaa,0,,,,1,1
kortelainen,kortelainen,1,,,,,
,kor=te=lainen,0,2,,,,2
,kor=telainen,0,1,,,,1
,korte=lainen,0,,,,,1
uudenkaupungin,uuden=kaupungin,1,,,,,1
,uudenkaupungin,0,,,,,
kuolleeksi,kuolleeksi,1,,,,,
,kuolle=eksi,0,,,,,1
kajaanissa,kajaanissa,1,,,,,
,kajaani=ssa,0,1,,,1,1
tekesin,tekesin,1,,,,,
,tekes=in,0,1,,,,1
mielipiteitään,mieli=piteitAAn,1,,,,,1
,mieli=pi=teitA=An,0,2,,,,3
,mieli=pi=teitAAn,0,1,,,,2
,mieli=piteitA=An,0,1,,,,2
,mielipi=teitA=An,0,1,,,,2
,mielipi=teitAAn,0,,,,,1
,mielipiteitA=An,0,1,,,,1
,mielipiteitAAn,0,,,,,
palat,palat,1,,,,,
,pala=t,0,1,,,1,1
ukkola,ukkola,1,,,,,
,uk=kola,0,1,1,,,1
pöysti,pOysti,1,,,,,
,pOy=sti,0,1,,,,1
pelastivat,pelastivat,1,,,,,
,pelast=ivat,0,,,,1,1
maarianhamina,maarian=hamina,1,,,,,1
,maa=rian=hamina,0,,,,,2
,maa=rianhamina,0,,,,,1
,maarianhamina,0,,,,,
kirjettä,kirjettA,1,,,,,
,kirje=ttA,0,1,,,1,1
miehinen,miehinen,1,,,,,
,mieh=inen,0,,1,,,1
muuttumista,muuttumista,1,,,,,
,muut=tu=mista,0,1,,,,2
,muut=tumista,0,,,,,1
,muuttu=mista,0,,,,,1
hinnassa,hinnassa,1,,,,,
,hinn=assa,0,1,,,1,1
allakan,allakan,1,,,,,
,alla=kan,0,1,,,,1
irtisanoa,irti=sanoa,1,,,,,1
,irti=sano=a,0,1,,,,2
,irtisano=a,0,1,,,,1
,irtisanoa,0,,,,,
jonoon,jonoon,1,,,,,
,jono=on,0,1,,,,1
metsänhoitaja,metsAn=hoitaja,1,,,,,1
,metsA=n=hoitaja,0,1,,,1,2
,metsA=nhoitaja,0,,,,1,1
,metsAnhoitaja,0,,,1,,
lausuu,lausuu,1,,,,,
,lausu=u,0,1,,,,1
kerrostaloa,kerros=taloa,1,,,,,1
,kerros=talo=a,0,1,,,,2
,kerrostalo=a,0,1,,,,1
,kerrostaloa,0,,,,,
luovuuden,luovuuden,1,,,,,
,luov=uuden,0,,1,,,1
toimiluvan,toimi=luvan,1,,,,,1
,toimiluvan,0,,,,,
saadessaan,saadessaan,1,,,,,
,saa=de=ssa=an,0,3,,,1,3
,saa=de=ssaan,0,1,,,1,2
,saa=dessa=an,0,1,,,,2
,saa=dessaan,0,,,,,1
,saade=ssa=an,0,2,,,1,2
,saade=ssaan,0,,,,1,1
,saadessa=an,0,1,,,,1
reagoivat,reagoivat,1,,,,,
,reagoi=vat,0,1,,,,1
tukemisesta,tukemisesta,1,,,,,
,tuke=misesta,0,,,,,1
moron,moron,1,,,,,
,moro=n,0,1,,,1,1
näkötornin,nAkO=tornin,1,,,,,1
,nAkO=torni=n,0,1,,,1,2
,nAkOtorni=n,0,1,,1,1,1
,nAkOtornin,0,,,1,,
yrittäjien,yrittAjien,1,,,,,
,yrittA=jien,0,,,,,1
kohtuuttomasti,kohtuuttomasti,1,,,,,
,kohtuut=tomasti,0,,,,,1
peluri,peluri,1,,,,,
,pel=u=ri,0,3,,,,2
,pel=uri,0,1,,,,1
,pelu=ri,0,1,,,,1
säällä,sAAllA,1,,,,,
,sAA=llA,0,1,,,1,1
asuinrakennusten,asuin=rakennusten,1,,,,,1
,asuin=rakennus=ten,0,1,,,,2
,asuinrakennus=ten,0,1,,,,1
,asuinrakennusten,0,,,,,
vaihtelu,vaihtelu,1,,,,,
,vaih=telu,0,,1,,,1
paikkakunnalta,paikka=kunnalta,1,,,,,1
,paikka=kunn=alta,0,1,,,1,2
,paikkakunn=alta,0,,,,1,1
,paikkakunnalta,0,,,,,
poikasia,poikasia,1,,,,,
,poika=sia,0,,,,,1
epäilen,epAilen,1,,,,,
,epAil=en,0,1,,,,1
turisteille,turisteille,1,,,,,
,turis=teille,0,,,,,1
hiihdot,hiihdot,1,,,,,
,hiih=do=t,0,2,1,,1,2
,hiih=dot,0,1,1,,,1
,hiihdo=t,0,1,,,1,1
oopperalaulaja,ooppera=laulaja,1,,,,,1
,oopperalaulaja,0,,,,,
tytöillä,tytOillA,1,,,,,
,tytO=illA,0,,,,,1
salibandy,sali=bandy,1,,,1,,1
,sali=ban=dy,0,2,,,,2
,saliban=dy,0,1,,,,1
,salibandy,0,,,1,,
markassa,markassa,1,,,,,
,mark=assa,0,1,1,,,1
suojeltu,suojeltu,1,,,,,
,suo=je=ltu,0,2,,,1,2
,suo=jeltu,0,,,,,1
,suoje=ltu,0,1,,,1,1
maakunnissa,maa=kunnissa,1,,,,,1
,maa=kunn=issa,0,1,,,1,2
,maakunn=issa,0,,,,1,1
,maakunnissa,0,,,,,
juvan,juvan,1,,,,,
,juva=n,0,1,,,1,1
itkonen,itkonen,1,,,,,
,it=kone=n,0,2,,,1,2
,it=konen,0,1,,,,1
,itkone=n,0,1,,,1,1
milloinkin,milloinkin,1,,,,,
,mi=lloin=kin,0,2,,,1,2
,mi=lloinkin,0,1,,,1,1
,milloin=kin,0,1,,,,1
jatkan,jatkan,1,,,,,
,jatka=n,0,1,,,1,1
rahaliiton,raha=liiton,1,,,,,1
,rahaliiton,0,,,,,
mielikuvan,mieli=kuvan,1,,,,,1
,mieli=kuva=n,0,1,,,1,2
,mielikuva=n,0,1,,,1,1
,mielikuvan,0,,,,,
aikaisempi,aikaisempi,1,,,,,
,aikais=empi,0,,,,,1
vitsejä,vitsejA,1,,,,,
,v=itse=jA,0,2,1,,1,2
,v=itsejA,0,1,1,,1,1
,vitse=jA,0,1,,,,1
perustelevat,perustelevat,1,,,,,
,perus=tele=vat,0,1,,,,2
,perus=televat,0,,,,,1
,perustele=vat,0,1,,,,1
kesäkuuhun,kesA=kuuhun,1,,,,,1
,kesA=kuu=hun,0,1,,,,2
,kesAkuu=hun,0,1,,1,,1
,kesAkuuhun,0,,,1,,
paikkaamaan,paikkaamaan,1,,,,,
,paikka=a=maan,0,1,,,,2
,paikka=amaan,0,,,,,1
,paikkaa=maan,0,,,,,1
tarkastus,tarkastus,1,,,,,
,tarkast=us,0,1,,,1,1
rakennusluvan,rakennus=luvan,1,,,,,1
,rakennusluvan,0,,,,,
singaporessa,singaporessa,1,,,,,
,s=ing=a=por=essa,0,4,1,,1,4
,s=ing=a=poressa,0,3,1,,1,3
,s=ing=apor=essa,0,2,1,,1,3
,s=ing=aporessa,0,2,1,,1,2
,s=inga=por=essa,0,2,,,1,3
,s=inga=poressa,0,1,,,1,2
,s=ingapor=essa,0,1,,,1,2
,s=ingaporessa,0,1,,,1,1
,sing=a=por=essa,0,3,1,,,3
,sing=a=poressa,0,2,1,,,2
,sing=apor=essa,0,1,1,,,2
,sing=aporessa,0,1,1,,,1
,singa=por=essa,0,1,,,,2
,singa=poressa,0,,,,,1
,singapor=essa,0,,,,,1
setelit,setelit,1,,,,,
,setel=it,0,1,,,,1
dollarista,dollarista,1,,,,,
,dollar=ista,0,,,,,1
runeberg,runeberg,1,,1,,,
,rune=berg,0,1,1,,,1
pysyvät,pysyvAt,1,,,,,
,pysyvA=t,0,1,,,1,1
lahjoittaa,lahjoittaa,1,,,,,
,lahjo=ittaa,0,,,,,1
järjetöntä,jArjetOntA,1,,,,,
,jArj=et=On=tA,0,4,1,,1,3
,jArj=et=OntA,0,2,1,,1,2
,jArj=etOn=tA,0,2,1,,1,2
,jArj=etOntA,0,1,1,,1,1
,jArjet=On=tA,0,2,,,,2
,jArjet=OntA,0,,,,,1
,jArjetOn=tA,0,1,,,,1
hermian,hermian,1,,,,,
,her=mia=n,0,2,,,1,2
,her=mian,0,1,,,,1
,hermia=n,0,1,,,1,1
silva,silva,1,,,,,
,sil=va,0,2,,,,1
järjestämiseksi,jArjestAmiseksi,1,,,,,
,jArjes=tA=miseksi,0,1,,,,2
,jArjes=tAmiseksi,0,,,,,1
,jArjestA=miseksi,0,,,,,1
järjestöön,jArjestOOn,1,,,,,
,jArjestO=On,0,1,,,,1
tiedosta,tiedosta,1,,,,,
,tiedo=sta,0,1,,,,1
kukistamalla,kukistamalla,1,,,,,
,kuk=ista=malla,0,1,1,,,2
,kuk=istamalla,0,1,1,,,1
,kukista=malla,0,,,,,1
demarissa,demarissa,1,,,,,
,demar=issa,0,,,,,1
kylmäkoskella,kylmA=koskella,1,,,,,1
,kylmA=koske=lla,0,1,,,1,2
,kylmAkoske=lla,0,1,,1,1,1
,kylmAkoskella,0,,,1,,
vaivalla,vaivalla,1,,,,,
,vai=vall=a,0,2,,,1,2
,vai=valla,0,,,,,1
,vaivall=a,0,1,,,1,1
ylläpitoon,yllA=pitoon,1,,,,,1
,yllA=pito=on,0,1,,,,2
,yllApito=on,0,1,,1,,1
,yllApitoon,0,,,1,,
hymyä,hymyA,1,,,,,
,hymy=A,0,1,,,,1
internationalin,internationalin,1,,,,,
,international=in,0,1,,,,1
liikennejärjestelyt,liikenne=jArjestelyt,1,,,,,1
,liikenne=jArjestely=t,0,1,,,1,2
,liikennejArjestely=t,0,1,,,1,1
,liikennejArjestelyt,0,,,,,
luopuvansa,luopuvansa,1,,,,,
,luopu=vansa,0,,,,,1
romahtaa,romahtaa,1,,,,,
,romah=taa,0,,1,,,1
villiä,villiA,1,,,,,
,villi=A,0,1,,,,1
ajeli,ajeli,1,,,,,
,aj=eli,0,1,1,,,1
kunnanjohtajan,kunnan=johtajan,1,,,,,1
,kunnan=johtaja=n,0,1,,,1,2
,kunnanjohtaja=n,0,1,,,1,1
,kunnanjohtajan,0,,,,,
lähettäneet,lAhettAneet,1,,,,,
,lAhe=ttA=neet,0,1,,,1,2
,lAhe=ttAneet,0,,,,1,1
,lAhettA=neet,0,,,,,1
onnistumisesta,onnistumisesta,1,,,,,
,onnistu=misesta,0,,,,,1
kuudeksi,kuudeksi,1,,,,,
,kuu=de=ksi,0,2,,,1,2
,kuu=deksi,0,,,,,1
,kuude=ksi,0,1,,,1,1
divarin,divarin,1,,,,,
,diva=rin,0,1,,,,1
hukkunut,hukkunut,1,,,,,
,huk=kunut,0,1,1,,,1
pimeään,pimeAAn,1,,,,,
,pimeA=An,0,1,,,,1
iltapäivisin,ilta=pAivisin,1,,,,,1
,ilta=pAivi=sin,0,1,,,,2
,iltapAivi=sin,0,1,,1,,1
,iltapAivisin,0,,,1,,
sisältänyt,sisAltAnyt,1,,,,,
,sisAl=tAnyt,0,,,,,1
satelliitin,satelliitin,1,,,,,
,satelliit=in,0,1,,,,1
wille,wille,1,,,,,
,w=ille,0,1,1,,1,1
vanhanen,vanhanen,1,,,,,
,vanha=nen,0,1,,,,1
teollisuudesta,teollisuudesta,1,,,,,
,teo=llis=uudesta,0,1,,,1,2
,teo=llisuudesta,0,,,,1,1
,teollis=uudesta,0,,,,,1
harteilla,harteilla,1,,,,,
,har=te=illa,0,2,,,,2
,har=teilla,0,1,,,,1
,harte=illa,0,,,,,1
tae,tae,1,,,,,
,ta=e,0,2,,,,1
säästöpankkien,sAAstO=pankkien,1,,,,,1
,sAAstO=pankki=en,0,1,,,,2
,sAAstOpankki=en,0,1,,1,,1
,sAAstOpankkien,0,,,1,,
työyhteisön,tyO=yhteisOn,1,,,,,1
,tyO=yhteisO=n,0,1,,,1,2
,tyOyhteisO=n,0,1,,,1,1
,tyOyhteisOn,0,,,,,
jatkuessa,jatkuessa,1,,,,,
,jat=ku=essa,0,2,,,,2
,jat=kuessa,0,1,,,,1
,jatku=essa,0,,,,,1
väitteli,vAitteli,1,,,,,
,vAi=tteli,0,,,,1,1
uronen,uronen,1,,,,,
,ur=onen,0,1,,,,1
telakan,telakan,1,,,,,
,telaka=n,0,1,,,1,1
pellervo,pellervo,1,,,,,
,pel=lervo,0,1,,,,1
vuoteen,vuoteen,1,,,,,
,vuo=teen,0,,,,,1
suden,suden,1,,,,,
,su=den,0,2,,,,1
ainoaa,ainoaa,1,,,,,
,aino=a=a,0,2,,,,2
,aino=aa,0,,,,,1
,ainoa=a,0,1,,,,1
osakemarkkinat,osake=markkinat,1,,,,,1
,osake=markkin=at,0,1,,,,2
,osakemarkkin=at,0,1,,,,1
,osakemarkkinat,0,,,,,
fuusiosta,fuusiosta,1,,,,,
,fuusi=osta,0,,,,,1
pyhäjärvi,pyhA=jArvi,1,,,,,1
,pyhAjArvi,0,,,,,
palin,palin,1,,,,,
,pal=in,0,2,,,,1
jatkosopimuksen,jatko=sopimuksen,1,,,,,1
,jatko=sopim=uksen,0,,1,,,2
,jatkosopim=uksen,0,,1,,,1
,jatkosopimuksen,0,,,,,
syöksyy,syOksyy,1,,,,,
,syO=k=syy,0,1,1,,1,2
,syO=ksyy,0,,,,1,1
,syOk=syy,0,,1,,,1
siirryttiin,siirryttiin,1,,,,,
,siirry=ttiin,0,,,,1,1
kerrostalo,kerros=talo,1,,,,,1
,kerrostalo,0,,,,,
lienee,lienee,1,,,,,
,liene=e,0,1,,,,1
top,top,1,1,1,,,
,to=p,0,2,1,,1,1
kaverinsa,kaverinsa,1,,,,,
,kaver=in=sa,0,2,,,,2
,kaver=insa,0,,,,,1
,kaverin=sa,0,1,,,,1
pelasta,pelasta,1,,,,,
,pelast=a,0,1,,,1,1
ekonomisti,ekonomisti,1,,,,,
,ekonomi=sti,0,1,,,,1
ekonomistit,ekonomistit,1,,,,,
,ekonomi=sti=t,0,2,,,1,2
,ekonomi=stit,0,1,,,,1
,ekonomisti=t,0,1,,,1,1
äänimäärä,AAni=mAArA,1,,,,,1
,AAnimAArA,0,,,,,
muuttumaan,muuttumaan,1,,,,,
,muut=tu=maan,0,1,,,,2
,muut=tumaan,0,,,,,1
,muuttu=maan,0,,,,,1
tiedekuntaan,tiede=kuntaan,1,,,,,1
,tiede=kunta=an,0,1,,,,2
,tiedekunta=an,0,1,,,,1
,tiedekuntaan,0,,,,,
kumpula,kumpula,1,,,,,
,kum=pula,0,1,1,,,1
elinkeinokeskuksen,elin=keino=keskuksen,1,,,,,2
,elin=keinokeskuksen,0,,,,,1
,elinkeino=keskuksen,0,,,,,1
,elinkeinokeskuksen,0,,,,,
kakun,kakun,1,,,,,
,ka=kun,0,2,,,,1
niemiselle,niemiselle,1,,,,,
,niem=iselle,0,,1,,,1
edustajansa,edustajansa,1,,,,,
,edustaja=nsa,0,1,,,1,1
nyrkkeilyn,nyrkkeilyn,1,,,,,
,nyrkkeily=n,0,1,,,1,1
kellisti,kellisti,1,,,,,
,kell=isti,0,1,,,1,1
reaganin,reaganin,1,,,,,
,re=a=gan=in,0,4,,,,3
,re=a=ganin,0,2,,,,2
,re=agan=in,0,2,,,,2
,re=aganin,0,1,,,,1
,rea=gan=in,0,2,,,,2
,rea=ganin,0,,,,,1
,reagan=in,0,1,,,,1
ilmavoimien,ilma=voimien,1,,,,,1
,ilma=voimi=en,0,1,,,,2
,ilmavoimi=en,0,1,,,,1
,ilmavoimien,0,,,,,
talletusten,talletusten,1,,,,,
,talletus=ten,0,1,,,,1
hakalle,hakalle,1,,,,,
,haka=lle,0,1,,,1,1
päiväkodit,pAivA=kodit,1,,,,,1
,pAivA=kod=it,0,2,,,,2
,pAivAkod=it,0,1,,1,,1
,pAivAkodit,0,,,1,,
vastinetta,vastinetta,1,,,,,
,vasti=ne=tta,0,2,,,1,2
,vasti=netta,0,,,,,1
,vastine=tta,0,1,,,1,1
vastasin,vastasin,1,,,,,
,vasta=sin,0,1,,,,1
historialliseen,historialliseen,1,,,,,
,historia=llis=een,0,1,,,1,2
,historia=lliseen,0,,,,1,1
,historiallis=een,0,,,,,1
teknillinen,teknillinen,1,,,,,
,teknill=inen,0,,,,1,1
yhteenliittymä,yhteen=liittymA,1,,,,,1
,yhteen=liitty=mA,0,1,,,,2
,yhteenliitty=mA,0,1,,,,1
,yhteenliittymA,0,,,,,
ruuska,ruuska,1,,,,,
,ruu=ska,0,1,,,,1
hauholla,hauholla,1,,,,,
,hauh=olla,0,,1,,,1
kuusamossa,kuusamossa,1,,,,,
,kuu=samo=ssa,0,1,,,1,2
,kuu=samossa,0,,,,,1
,kuusamo=ssa,0,1,,,1,1
helander,helander,1,,,,,
,hel=ander,0,1,,,,1
tulemisen,tulemisen,1,,,,,
,tule=misen,0,,,,,1
rytkönen,rytkOnen,1,,,,,
,rytkO=nen,0,1,,,,1
hiertää,hiertAA,1,,,,,
,hi=er=tAA,0,2,,,,2
,hi=ertAA,0,1,,,,1
,hier=tAA,0,,,,,1
jännärissä,jAnnArissA,1,,,,,
,jAnnAri=ssA,0,1,,,1,1
kansassa,kansassa,1,,,,,
,kansa=ssa,0,1,,,1,1
riskien,riskien,1,,,,,
,riski=en,0,1,,,,1
valmistuivat,valmistuivat,1,,,,,
,valmis=tui=vat,0,1,,,,2
,valmis=tuivat,0,,,,,1
,valmistui=vat,0,1,,,,1
hulluja,hulluja,1,,,,,
,hullu=ja,0,1,,,,1
satamissa,satamissa,1,,,,,
,sata=mi=ssa,0,2,,,1,2
,sata=missa,0,,,,,1
,satami=ssa,0,1,,,1,1
syömässä,syOmAssA,1,,,,,
,syO=mAssA,0,,,,,1
kaikuu,kaikuu,1,,,,,
,kai=kuu,0,,,,,1
nähtäville,nAhtAville,1,,,,,
,n=AhtA=ville,0,1,,,1,2
,n=AhtAville,0,1,,,1,1
,nAhtA=ville,0,,,,,1
toimilupaa,toimi=lupaa,1,,,,,1
,toimi=lupa=a,0,1,,,,2
,toimilupa=a,0,1,,,,1
,toimilupaa,0,,,,,
teollisuusministeriö,teollisuus=ministeriO,1,,,,,1
,teollisuusministeriO,0,,,1,,
muodostettu,muodostettu,1,,,,,
,muodos=tettu,0,,,,,1
vakituisen,vakituisen,1,,,,,
,vakitu=isen,0,,,,,1
strateginen,strateginen,1,,,,,
,strateg=inen,0,,1,,,1
menestyvän,menestyvAn,1,,,,,
,mene=sty=vAn,0,2,,,,2
,mene=styvAn,0,,,,,1
,menesty=vAn,0,1,,,,1
hoitoalan,hoito=alan,1,,,,,1
,hoitoalan,0,,,,,
yhdistelmän,yhdistelmAn,1,,,,,
,yhdist=elmA=n,0,1,,,2,2
,yhdist=elmAn,0,,,,1,1
,yhdistelmA=n,0,1,,,1,1
teivainen,teivainen,1,,,,,
,teiva=inen,0,,,,,1
pienetkin,pienetkin,1,,,,,
,pien=et=kin,0,2,,,,2
,pien=etkin,0,,,,,1
,pienet=kin,0,1,,,,1
ahjola,ahjola,1,,,,,
,ahjo=la,0,1,,,,1
päävalmentajana,pAA=valmentajana,1,,,,,1
,pAA=valmentaja=na,0,1,,,,2
,pAAvalmentaja=na,0,1,,1,,1
,pAAvalmentajana,0,,,1,,
